det_brightMean,det_darkMean,det_t,raman_fz,sf_fitParam_tpi,squeeze_arm_t,squeeze_detune_n,wall_f,det_phtperionperms,raman_J1kHz,sf_fitParam_f0,trans_Rabi_Hz
688.241299,11.162862,4500.0,1573.637146,77.47062,300.0,1.0,176.0,2.75,3573.354461,14.340997,1000.0
