det_brightMean,det_darkMean,det_t,raman_fz,sf_fitParam_tpi,squeeze_arm_t,squeeze_detune_n,wall_f,det_phtperionperms,raman_J1kHz,sf_fitParam_f0,trans_Rabi_Hz
1062.460674,10.382605,4000.0,1579.368222,78.129183,300.0,1.0,176.0,3.0692,5402.097606,14.339578,2500.0
