det_brightMean,det_darkMean,det_t,raman_fz,sf_fitParam_tpi,squeeze_arm_t,squeeze_detune_n,wall_f,det_phtperionperms,raman_J1kHz,sf_fitParam_f0,trans_Rabi_n
849.757542,8.136179,3500.0,1578.898886,79.595838,350.0,1.0,180.0,3.15,4975.514204,14.351027,2.0
