time,x,dummy,arm_t,dummy,f,final_p,final_t,initial_t,middle_p,middle_t,pre_t,raman_df,raman_p,time_shift,counts
17:05:12.620,0,1,1250,1,30.412949416478732,0,38.746528499999997,38.746528499999997,1.5707963267948966,77.493056999999993,1,412.94941647873281,3.1415926535897931,5.5999999999999996,8448,8445,8520,8417,8381,8478,8370,8431,8441,8394,8456,8484,8395,8466,8418,8476,8513,8511,8330,8320,8480,8470,8415,8447,8429,8454,8440,8444,8500,8442,8476,8534,8528,8421,8459,8485,8512,8390,8444,8462,8447,8469,8457,8422,8342,8377,8553,8404,8482,8373,8517,8378,8487,8409,8421,8505,8441,8375,8462,8467,8409,8462,8510,8381,8447,8395,8397,8521,8469,8515,8568,8515,8451,8448,8449,8429,8514,8480,8433,8531,8489,8521,8453,8352,8456,8382,8463,8479,8454,8431,8523,8385,8374,8489,8422,8397,8581,8553,8468,8477,8449,8414,8501,8429,8512,8467,8488,8569,8475,8458,8467,8471,8514,8466,8499,8484,8365,8480,8380,8398,8541,8517,8382,8370,8420,8473,8417,8467,8526,8413,8417,8465,8570,8447,8464,8468,8506,8401,8373,8505,8451,8404,8456,8379,8457,8439,8466,8506,8448,8410,8458,8521,8441,8422,8526,8419,8399,8397,8381,8432,8529,8517,8452,8509,8459,8460,8435,8512,8454,8502,8475,8418,8491,8470,8421,8448,8447,8397,8486,8385,8498,8555,8461,8544,8488,8448,8466,8434,8503,8422,8427,8399,8340,8398,8489,8423,8440,8373,8459,8552
