time,x,dummy,arm_t,dummy,f,final_p,final_t,initial_t,middle_p,middle_t,pre_t,raman_df,raman_p,time_shift,counts
13:57:53.190,0,1,1250,1,30.412742572577447,0,39.080565,39.080565,1.5707963267948966,78.16113,1,412.742572577445,3.1415926535897931,5.5999999999999996,24983,164352,25055,164341,25091,164463,24849,164433,25085,164290,24948,164411,25039,164378,25053,164264,25094,164364,24924,164384,24942,164494,24913,164350,24971,164343,25092,164445,24997,164286,25060,164344,25059,164262,25037,164297,25031,164417,25039,164361,25011,164313,25004,164327,24976,164482,25030,164515,25110,164366,25041,164558,25077,164295,24962,164378,24994,164631,25105,164349
13:57:54.975,0.01,1.99,1250,1.99,30.412742572577447,0,39.080565,39.080565,1.5707963267948966,78.16113,1,412.742572577445,3.1415926535897931,5.5999999999999996,24910,164392,25029,164484,25106,164329,25022,164272,25055,164310,25086,164384,24967,164459,24986,164227,25055,164294,25055,164364,24979,164350,24988,164418,25003,164305,25020,164359,25123,164462,24992,164267,25082,164472,25042,164398,25095,164384,25033,164437,25085,164407,25013,164228,25025,164399,25091,164422,25093,164420,25026,164404,25121,164361,24966,164328,25170,164413,25002,164269
13:57:56.754,0.02,2.98,1250,2.98,30.412742572577447,0,39.080565,39.080565,1.5707963267948966,78.16113,1,412.742572577445,3.1415926535897931,5.5999999999999996,25113,164454,25078,164400,25146,164292,24934,164279,25083,164398,25114,164413,25063,164586,25084,164469,24975,164329,24964,164497,25126,164365,25059,164352,24959,164339,25007,164324,25004,164474,25145,164382,25071,164358,25141,164486,25071,164463,25199,164447,25053,164355,25091,164314,25200,164468,25033,164322,25099,164391,25064,164377,25203,164314,25075,164271,25031,164372,25135,164383
13:57:58.534,0.029999999999999999,3.9699999999999998,1250,3.9699999999999998,30.412742572577447,0,39.080565,39.080565,1.5707963267948966,78.16113,1,412.742572577445,3.1415926535897931,5.5999999999999996,25115,164458,24976,164283,25187,164429,25032,164455,25053,164504,25114,164393,25002,164324,25065,164349,25079,164536,25107,164302,25144,164353,25136,164489,25147,164417,25161,164352,24997,164359,25010,164362,25075,164330,25009,164343,24985,164389,25116,164380,25009,164486,25017,164398,25026,164462,24984,164426,24997,164493,24977,164406,25133,164360,25091,164397,25053,164529,25170,164515
13:58:00.314,0.040000000000000001,4.96,1250,4.96,30.412742572577447,0,39.080565,39.080565,1.5707963267948966,78.16113,1,412.742572577445,3.1415926535897931,5.5999999999999996,25089,164412,25069,164430,25081,164512,24987,164505,25006,164289,25140,164477,25046,164315,25071,164373,25056,164536,25066,164343,25068,164335,24994,164474,25040,164351,25099,164358,25043,164352,25071,164400,25071,164413,25033,164299,24655,164024,25247,164466,25241,164415,25075,164463,25148,164300,25090,164407,25092,164358,25044,164392,25134,164392,25220,164402,25191,164416,24981,164325
13:58:02.097,0.050000000000000003,5.9500000000000002,1250,5.9500000000000002,30.412742572577447,0,39.080565,39.080565,1.5707963267948966,78.16113,1,412.742572577445,3.1415926535897931,5.5999999999999996,25105,164411,25150,164280,25102,164442,24931,164321,25039,164455,25268,164464,25150,164251,25144,164383,25006,164325,25053,164341,25125,164405,25182,164369,25033,164447,25175,164406,25076,164281,25073,164291,24986,164283,25013,164435,24950,164388,25072,164315,25131,164394,25108,164363,25016,164342,24989,164317,25102,164235,25110,164348,25062,164419,25166,164465,25134,164361,25084,164336
13:58:03.880,0.059999999999999998,6.9399999999999995,1250,6.9399999999999995,30.412742572577447,0,39.080565,39.080565,1.5707963267948966,78.16113,1,412.742572577445,3.1415926535897931,5.5999999999999996,25000,164275,25009,164388,25083,164383,24935,164443,25094,164505,24988,164564,24964,164297,24922,164471,24996,164339,25035,164508,25071,164400,25157,164393,24990,164415,25065,164371,25115,164506,24973,164386,25111,164440,25099,164451,24976,164448,24988,164472,25162,164355,25001,164421,25080,164496,25047,164408,25016,164347,24967,164450,25127,164447,25064,164410,25145,164396,25017,164220
13:58:05.663,0.070000000000000007,7.9300000000000006,1250,7.9300000000000006,30.412742572577447,0,39.080565,39.080565,1.5707963267948966,78.16113,1,412.742572577445,3.1415926535897931,5.5999999999999996,25104,164233,25138,164324,25164,164395,25094,164427,25025,164246,24997,164389,25085,164449,25152,164211,25129,164370,25008,164464,24942,164407,25188,164318,25131,164348,24963,164312,25005,164414,25159,164377,25175,164343,25062,164273,25091,164257,25130,164496,25080,164574,25029,164509,25073,164277,25053,164290,25111,164539,25020,164434,25100,164407,24988,164546,25142,164487,25107,164456
13:58:07.445,0.080000000000000002,8.9199999999999999,1250,8.9199999999999999,30.412742572577447,0,39.080565,39.080565,1.5707963267948966,78.16113,1,412.742572577445,3.1415926535897931,5.5999999999999996,24992,164337,25131,164278,24991,164399,25209,164460,24966,164398,25220,164364,25016,164444,25287,164461,25076,164348,25258,164418,25134,164321,25026,164370,25148,164259,25088,164539,25181,164346,25103,164311,25005,164391,25209,164438,25254,164312,24977,164270,25093,164348,25154,164484,25179,164369,25163,164486,25049,164405,25102,164318,25050,164340,24991,164219,25159,164258,24957,164434
13:58:09.228,0.089999999999999997,9.9100000000000001,1250,9.9100000000000001,30.412742572577447,0,39.080565,39.080565,1.5707963267948966,78.16113,1,412.742572577445,3.1415926535897931,5.5999999999999996,25163,164350,25054,164454,25045,164494,25043,164464,25062,164460,24932,164375,25150,164368,24979,164308,25072,164470,25057,164395,25135,164317,25106,164430,25059,164442,25034,164357,25124,164503,25078,164438,25083,164418,25118,164368,25059,164276,25037,164266,25060,164374,25081,164366,25040,164495,25111,164451,25095,164322,25010,164290,24910,164417,24946,164470,25074,164431,25033,164318
