time,x,dummy,arm_t,dummy,f,final_p,final_t,initial_t,middle_p,middle_t,pre_t,raman_df,raman_p,time_shift,counts
18:17:31.929,0,1,1250,1,30.412990673318717,0,38.679941999999997,38.679941999999997,1.5707963267948966,77.359883999999994,1,412.99067331871788,3.1415926535897931,5.5999999999999996,8425,8428,8328,8394,8350,8356,8394,8371,8349,8366,8427,8421,8374,8428,8370,8392,8377,8381,8423,8392,8372,8376,8411,8475,8413,8325,8424,8370,8344,8384,8367,8327,8361,8368,8318,8361,8382,8410,8411,8392,8387,8389,8435,8310,8336,8449,8394,8312,8405,8349,8428,8375,8396,8386,8469,8354,8353,8371,8434,8387,8361,8346,8364,8461,8438,8311,8414,8372,8428,8482,8455,8367,8317,8406,8398,8422,8332,8419,8379,8342,8384,8376,8465,8338,8369,8458,8380,8304,8386,8337,8411,8357,8391,8394,8340,8434,8338,8430,8436,8336,8358,8482,8357,8353,8378,8436,8426,8384,8410,8393,8340,8434,8398,8325,8429,8380,8302,8397,8324,8506,8400,8414,8433,8425,8350,8343,8416,8363,8397,8430,8385,8343,8406,8374,8372,8391,8417,8367,8482,8369,8313,8391,8375,8302,8341,8382,8406,8477,8347,8380,8389,8359,8341,8437,8391,8382,8402,8397,8398,8422,8394,8383,8407,8416,8338,8341,8390,8469,8373,8473,8436,8414,8401,8429,8403,8379,8394,8437,8487,8364,8337,8424,8325,8311,8378,8386,8376,8316,8482,8501,8409,8344,8395,8378,8324,8456,8417,8354,8440,8308,8297,8320,8380,8454,8330,8349,8456,8420,8410,8491,8382,8358,8448,8493,8362,8379,8389,8404,8392,8373,8331,8421,8385,8352,8355,8404,8366,8329,8423,8360,8495,8358,8385,8377,8352,8335,8421,8409,8425,8425,8386,8401,8391,8383,8470,8357,8391,8362,8387,8439,8325,8428,8441,8427,8364,8358,8482,8399,8386,8421,8376,8370,8386,8351,8408,8426,8372,8359,8377,8297,8368,8411,8397,8406,8447,8350,8343,8385,8374,8334,8402,8423,8413,8332,8402,8340,8367,8389,8389,8441,8448,8343,8490,8378,8420,8378,8420,8438,8275,8404,8405,8387,8388,8404,8319,8358,8415,8378,8413,8415,8437,8445,8396,8389,8487,8438,8389,8355,8475,8405,8433,8368,8374,8390,8505,8396,8359,8478,8415,8346,8379,8404,8422,8346,8381,8406,8352,8433,8429,8365,8384,8370,8378,8412,8340,8346,8378,8376,8351,8386,8357,8423,8450,8365,8346,8380,8357,8412,8441,8378,8429,8363,8398,8480,8313,8369,8400,8423,8358,8355,8441,8423,8364,8406,8433,8421,8434,8432,8325,8308,8424,8370,8319,8331,8342,8362,8460,8397,8371,8357,8368,8464,8361,8373,8413,8395,8388,8433,8410,8386,8434,8395,8403,8339,8334,8425,8418,8354,8381,8466,8380,8366,8368,8399,8395,8408,8425,8353,8345,8365,8381,8424,8401,8396,8438,8390,8414,8359,8352,8304,8406,8311,8460,8337,8382,8417,8476,8371,8410,8372,8352,8383,8320,8369,8402,8377,8313,8419,8343,8328,8354,8390,8394,8419,8410,8427,8449,8356,8355,8324,8350,8398,8374,8314,8478,8416,8309,8379,8374,8368,8390,8400,8331,8388,8282,8380,8308,8420,8307,8393,8390,8368,8313,8363,8343,8365,8327,8394,8355,8408,8430,8366,8416,8403,8334,8325,8507,8422,8458,8366
