#Sensing v odfpowerc:\qc\userData\penning\out\2016-12-15\raman%force_sensing%sensing_odfscan_batch\2016-12-15--15.26.14.254 (2016-12-15--15.26.14.25)
# xlabel Fractional ODF Power
# ylabel Average counts
# ystd 
# trials 
0.200000, 72.836667, 29.138005, 300.000000 
0.227778, 77.960000, 31.957134, 300.000000 
0.255556, 90.320000, 32.870721, 300.000000 
0.283333, 96.070000, 34.443264, 300.000000 
0.311111, 101.960000, 34.922463, 300.000000 
0.338889, 123.146667, 42.243956, 300.000000 
0.366667, 115.756667, 36.242757, 300.000000 
0.394444, 125.360000, 40.688537, 300.000000 
0.422222, 133.730000, 44.420008, 300.000000 
0.450000, 138.516667, 46.879097, 300.000000 
