det_brightMean,det_darkMean,det_t,raman_fz,sf_fitParam_tpi,squeeze_arm_t,squeeze_detune_n,wall_f,det_phtperionperms,raman_J1kHz,sf_fitParam_f0,trans_Rabi_n
828.622841,7.724508,3500.0,1578.898886,77.83827,350.0,1.0,180.0,3.15,4975.514204,14.351032,2.0
