det_brightMean,det_darkMean,det_t,raman_fz,sf_fitParam_tpi,squeeze_arm_t,squeeze_detune_n,wall_f,det_phtperionperms,raman_J1kHz,sf_fitParam_f0,trans_Rabi_n
849.41877,8.361719,3500.0,1578.898886,77.437089,350.0,1.0,180.0,3.15,4975.514204,14.351037,2.0
