det_brightMean,det_darkMean,det_t,raman_fz,sf_fitParam_tpi,squeeze_arm_t,squeeze_detune_n,wall_f,det_phtperionperms,raman_J1kHz,sf_fitParam_f0,trans_Rabi_n
735.747198,8.127765,3500.0,1578.898886,80.64621,350.0,1.0,180.0,3.15,4975.514204,14.351045,2.0
